X,Y,Z,r
27.4014,504.214,-34.1515,3.76885
14.1432,241.458,-49.1378,3.76813
-25.3098,293.162,-77.4069,3.76806
-37.2968,173.158,0.949707,3.76749
-3.15601,544.562,-94.2444,3.76732
1.13599,209.891,1.93518,3.76612
20.4487,381.191,-5.97559,3.76551
41.3337,52.1233,85.5206,3.76534
-3.79028,394.774,-94.2738,3.76496
-19.0461,20.1322,-2.84509,3.76491
-22.1838,497.643,-94.2534,3.76472
-1.80811,135.115,20.0651,3.76402
26.7166,82.9597,-26.9911,3.76331
-32.7802,50.2354,-27.8362,3.76293
-4.41895,219.116,35.1584,3.7628
-13.9507,184.091,15.5168,3.76271
-0.526123,256.661,-61.8105,3.7627
-16.3412,304.809,-86.3169,3.76267
-44.2924,327.976,-20.0677,3.7626
-11.3478,557.615,68.6011,3.76124
7.3739,279.033,8.46362,3.7611
44.3086,209.829,48.1582,3.76092
-44.332,135.711,-31.6982,3.7607
44.2629,196.687,-33.1991,3.76056
50.2859,23.2097,-89.714,3.76009
37.1831,158.898,13.085,3.76006
12.6294,297.493,94.2777,3.75986
44.2933,349.038,-85.3834,3.75975
-4.2207,561.163,60.2733,3.75959
27.0311,24.7063,66.875,3.75911
4.54102,82.8025,-93.1907,3.75893
50.356,98.1936,-72.0857,3.7589
-44.267,465.972,-68.8878,3.75868
8.40515,311.959,45.1206,3.75819
15.4353,131.067,-59.5623,3.75704
-18.1545,151.208,-30.7174,3.75681
-44.2804,507.917,-82.1821,3.75539
6.51147,302.378,24.0851,3.75528
40.9087,93.7266,30.0157,3.75489
45.251,79.0935,51.8145,3.75456
-44.2462,556.346,77.7821,3.75446
-15.5577,192.586,77.2917,3.75443
35.724,535.652,-74.2468,3.75408
16.0363,77.2489,-55.0273,3.75376
12.9983,35.8157,-2.09875,3.75306
50.3589,16.4343,85.2102,3.75298
-30.9572,373.214,-4.05444,3.75238
-9.27466,53.9775,-91.1251,3.75236
-35.7363,420.337,4.94495,3.75219
-7.32361,415.757,5.67053,3.75214
25.2363,154.85,38.2844,3.75194
-2.88916,514.727,-67.2141,3.75177
-19.9845,226.209,-92.8939,3.75142
7.11597,299.246,35.0902,3.75133
-44.2778,485.749,-11.578,3.75047
39.842,145.156,63.8459,3.74996
20.782,17.8362,-50.5908,3.74967
-35.387,77.7539,29.2913,3.74939
18.9469,374.942,-94.2758,3.74928
8.16089,53.6025,-94.3763,3.74923
24.911,455.12,-76.8147,3.74916
-23.1866,369.017,-11.3346,3.74909
-15.7257,548.76,-8.0033,3.74891
-27.1279,443.745,-71.4253,3.7487
36.0831,184.741,-64.0175,3.74846
43.0164,42.2101,-53.9344,3.7483
-15.072,24.2148,-13.8076,3.74816
50.2561,80.6747,-25.4741,3.74757
-19.7727,337.815,44.645,3.74704
-8.74402,183.956,-86.2621,3.74688
30.561,5.64673,-44.912,3.74681
13.3036,112.038,54.5472,3.7468
-6.56763,274.942,-40.6515,3.74676
13.6155,194.654,-20.1897,3.74621
-35.1946,144.159,-52.1141,3.74611
44.3232,190.479,48.9834,3.74603
19.8009,428.896,-85.2245,3.7456
-27.2749,549.324,84.0519,3.74555
43.4535,362.142,69.5869,3.7455
-16.1166,33.7926,-71.828,3.74475
-19.1846,256.019,36.7924,3.74474
19.4551,62.7537,56.2535,3.74404
11.4724,251.93,35.0845,3.74337
16.7711,395.547,-45.7731,3.7431
19.2396,561.922,33.8516,3.74292
1.37244,325.006,85.6942,3.74219
-9.57471,89.0538,29.7732,3.74216
34.2358,185.777,76.1616,3.74215
7.97742,374.791,-43.3511,3.74132
-0.384888,509.987,72.4801,3.74038
50.5371,35.4944,-17.3983,3.74001
-16.1489,24.3208,94.395,3.73999
-35.097,317.59,-4.22522,3.73962
23.6729,76.6279,-7.85303,3.73958
-44.323,290.88,94.3147,3.73943
13.5968,426.543,-66.8458,3.73916
38.7473,170.542,-34.234,3.73883
-10.559,491.866,-18.5402,3.7385
-27.1604,442.379,87.9548,3.73788
50.3087,15.6809,68.1274,3.7376
-9.17993,538.29,71.9353,3.73743
50.3856,70.8972,14.7704,3.73701
-10.1229,80.7148,-38.1138,3.73674
35.0552,92.001,-8.77307,3.73636
-4.41492,347.487,-71.7548,3.7361
-20.8439,121.308,40.3188,3.73608
5.84668,447.876,-44.8068,3.73561
-0.70874,54.2242,-46.172,3.73536
50.2866,5.6958,21.0306,3.73518
4.79749,201.256,-4.65491,3.73506
-36.2428,68.6056,14.7783,3.73473
26.1256,294.203,-6.16284,3.73402
-35.9032,277.695,84.6501,3.73355
41.3816,22.1519,-25.344,3.73328
35.3578,159.67,94.3608,3.73323
22.1731,173.338,-44.6019,3.73287
-28.5222,130.415,-52.7284,3.73285
-0.0800781,235.682,80.7252,3.73241
-14.9335,352.181,94.3325,3.73208
-27.7643,333.95,-8.10754,3.73187
7.72546,330.486,-31.8019,3.73176
-44.3387,429.627,88.4391,3.73166
-44.2947,377.71,-29.3325,3.73119
39.5719,272.412,11.5712,3.7311
44.2618,338.302,15.0116,3.73108
23.0785,375.092,85.1281,3.73106
36.3743,455.641,-6.66296,3.73046
36.0431,336.021,-28.72,3.72955
24.415,71.8231,29.8801,3.72928
-44.3345,166.576,54.6129,3.72898
-1.34521,357.67,36.1704,3.72886
15.8412,61.7706,93.9943,3.72869
10.4641,465.403,-46.3656,3.7285
35.3595,539.054,-94.2723,3.72806
2.45654,202.699,85.5367,3.72767
-35.4983,429.736,52.9431,3.72757
39.0129,215.043,-43.3529,3.72748
14.8278,17.1145,-84.9712,3.72722
-22.2054,22.5736,84.9426,3.7261
14.6251,295.262,-67.2412,3.72588
50.3823,92.2654,60.1567,3.72544
21.0493,91.5428,-21.89,3.72524
34.4259,555.685,11.7289,3.72508
-7.71692,482.829,70.1954,3.725
11.3221,359.188,-47.0464,3.72448
-44.3156,353.938,-48.521,3.72443
21.1406,173.308,-33.2417,3.72395
-44.3064,501.508,-55.4882,3.72348
-28.6522,109.386,13.2645,3.72235
-17.0312,304.76,5.26282,3.72223
-34.6195,133.764,41.7896,3.72196
-29.319,359.085,-58.2356,3.7219
-44.3228,293.394,47.5425,3.72186
36.4017,49.308,14.5985,3.72175
29.9565,530.57,-7.3894,3.72174
-18.235,124.678,64.1254,3.72166
-31.3976,343.775,-12.6942,3.72163
20.9584,340.902,-28.8342,3.72124
36.0818,536.865,59.8276,3.72118
-2.98706,218.126,94.3319,3.72113
2.79224,476.912,-94.302,3.72042
0.366577,535.321,94.2887,3.72003
-9.88794,179.767,26.1626,3.71934
-14.3937,544.217,49.241,3.71927
36.9635,30.9946,-66.9943,3.71894
-44.385,278.896,-49.2638,3.71822
-36.261,150.524,67.4469,3.71817
11.4973,146.771,94.3644,3.71769
-24.0015,504.358,-26.6254,3.71739
-39.4722,441.591,19.3671,3.71728
10.9263,5.60498,-1.93701,3.71728
12.7657,357.745,94.3112,3.71717
2.36462,60.8805,-13.8245,3.71709
-6.62439,560.019,-31.1387,3.71699
0.00708008,247.127,-31.6625,3.7169
-35.4132,531.967,-2.81274,3.71663
27.6678,71.1819,77.2577,3.71627
4.08667,305.895,-51.3148,3.71604
27.933,311.264,-68.8307,3.71595
-33.6411,31.3271,-62.1368,3.71548
40.1561,380.154,-15.4857,3.7154
44.2987,255.53,13.8792,3.7153
17.9381,247.137,26.1726,3.71529
-20.0544,375.966,50.2073,3.71518
44.2998,231.073,-77.5027,3.71489
41.2764,7.59094,-0.862061,3.7147
-44.2986,346.159,-25.6851,3.71455
0.285889,357.57,-49.8143,3.71428
42.6763,352.026,93.4995,3.71375
-44.4279,71.1147,-93.5016,3.71277
20.3044,468.809,77.1041,3.71246
19.7432,15.6326,53.8566,3.71241
-37.4852,263.608,40.8197,3.71231
16.2957,203.946,42.3032,3.71215
15.1714,400.553,-18.0275,3.71192
31.5341,114.32,84.4972,3.7119
-44.37,77.7721,-14.7666,3.71177
44.2927,491.51,27.6191,3.71163
-22.829,36.7052,77.0747,3.71132
36.8751,460.076,38.5042,3.71097
-27.8556,333.204,15.4944,3.71046
10.9691,542.314,24.9945,3.71045
1.09143,230.787,-84.2428,3.71001
24.8936,334.143,11.5016,3.70945
-37.793,476.594,-40.9242,3.70845
-6.91284,530.077,-40.0907,3.70837
41.1755,13.7668,-17.6672,3.7083
-9.3147,293.505,-21.5055,3.7082
41.6394,335.227,39.9968,3.70815
-16.5487,439.808,-69.5072,3.70811
-3.76575,482.838,59.4977,3.708
6.03589,210.784,66.4562,3.70788
6.98083,35.4315,-84.8611,3.70784
-16.7065,457.399,-94.2919,3.70769
44.3182,240.124,41.8453,3.70756
-35.2036,5.56213,16.663,3.70749
-7.29358,488.229,4.90918,3.70674
-36.5238,184.651,-85.2739,3.7065
44.319,328.261,-83.7523,3.70642
37.9924,178.429,33.6708,3.70633
6.06921,5.6377,-67.4103,3.70631
44.3054,292.952,-56.3826,3.70626
31.1061,141.885,51.8844,3.70626
-44.3732,220.524,84.309,3.70614
-17.3406,450.232,-76.4822,3.70598
-1.5238,258.126,76.3381,3.70443
-30.917,106.512,43.6639,3.70439
0.0782471,185.296,-56.3511,3.70404
20.8918,134.709,-75.4906,3.70371
-4.77832,518.602,41.9841,3.70355
19.6029,442.894,53.1611,3.70337
9.35376,5.63794,-19.8346,3.70319
-0.207642,389.212,85.1976,3.70305
-14.3552,76.3511,-52.7754,3.70296
27.6672,131.82,8.48401,3.7022
35.571,359.101,-94.1183,3.70211
5.26917,375.762,94.3077,3.70198
19.2157,67.3622,83.8756,3.70193
11.2098,58.4402,-84.4989,3.70165
-26.0333,186.805,-94.3857,3.70161
-18.9844,155.874,18.9374,3.70032
34.3949,98.8744,-60.6393,3.69964
-12.3914,462.479,36.527,3.69948
-18.6007,139.625,-4.07019,3.69923
-36.1565,520.185,-9.92358,3.6992
-9.20679,255.561,15.9838,3.69897
5.1366,423.95,1.04675,3.69865
28.6187,499.436,-12.7758,3.69858
-44.3666,201.631,-71.7396,3.69857
29.5223,109.016,3.18628,3.69836
-17.1755,358.665,33.6119,3.69784
-44.4093,100.849,40.3555,3.69706
-44.3033,484.72,-71.5714,3.69705
26.8806,166.103,65.9778,3.69657
-21.0867,5.61096,-53.5714,3.69573
6.94165,25.7745,94.4227,3.69501
-9.9104,196.664,-30.4476,3.695
30.4788,370.103,18.7134,3.69489
6.71887,227.235,64.5483,3.69488
44.3059,253.379,-94.3805,3.69484
8.05896,262.08,-35.9751,3.69471
0.297729,568.617,27.8583,3.69455
38.8328,563.526,41.5734,3.6945
-5.48816,373.199,-61.5575,3.6939
-8.87488,277.391,-5.22144,3.69335
36.2758,190.843,-7.8075,3.69308
-23.1384,54.3063,85.2101,3.69304
18.6211,202.427,-47.6549,3.6926
43.301,570.906,18.4915,3.69247
44.3208,551.103,52.6914,3.6923
15.053,100.303,8.9519,3.69204
-13.8839,432.395,67.8352,3.6917
-13.4189,177.989,-49.1021,3.69159
20.6921,279.202,40.7295,3.6914
24.4178,276.429,-32.9965,3.69125
18.5913,520.974,-42.3423,3.69055
36.3243,259.209,0.628784,3.69021
50.382,110.222,-16.7573,3.68926
-26.8217,144.045,-21.7072,3.68922
3.40112,97.1592,43.45,3.68913
12.8933,525.372,17.6069,3.68878
-34.5275,114.081,-94.486,3.68827
-22.6765,416.17,55.131,3.68775
-34.8585,436.38,-52.0096,3.68727
7.77771,500.285,-60.2549,3.68687
34.0001,321.339,-65.342,3.68668
-11.0856,370.038,23.4207,3.68666
28.9741,552.465,-30.6652,3.68658
-24.5953,83.6328,77.9242,3.68546
32.1261,353.847,40.8647,3.68505
16.9855,518.929,94.33,3.68502
-27.6956,146.047,-8.81677,3.68497
17.8304,5.54626,7.09778,3.6849
25.9811,452.365,-10.0057,3.6849
50.4523,108.707,-94.3762,3.68475
44.3619,486.622,17.3431,3.6843
-9.08826,231.378,51.6577,3.68429
-43.3551,13.8538,-75.155,3.68429
4.69421,135.51,2.453,3.68427
-12.9194,347.171,-94.3984,3.68426
40.548,135.982,-26.1898,3.68409
16.3335,391.101,-91.5852,3.68343
30.5103,163.104,-31.671,3.68341
-33.4585,555.038,-0.674927,3.68331
-23.1975,256.067,2.89319,3.68264
22.5127,429.963,31.7992,3.68241
-44.3398,512.728,77.1846,3.6823
1.07886,110.818,-46.6033,3.68228
13.094,92.5311,46.9554,3.68223
6.06348,351.111,-74.4265,3.68219
-0.287598,199.699,-25.2341,3.68172
9.48462,82.4901,-4.14771,3.68115
-28.955,125.12,-18.0753,3.68113
-44.3344,447.486,62.0406,3.6811
-39.9156,530.268,-13.6217,3.68102
18.0117,411.685,2.58386,3.68099
44.4553,259.079,-64.6718,3.68099
6.40356,253.827,69.3896,3.68096
50.3826,129.492,22.0771,3.68089
-1.35291,282.734,17.1794,3.68084
-23.9084,75.089,-25.6006,3.68074
-6.08167,479.646,-32.5275,3.68049
20.7993,263.856,82.7999,3.68039
-0.586792,231.136,8.11353,3.68037
-44.3384,289.327,-94.329,3.68035
8.73523,532.403,-26.8738,3.68018
12.777,218.244,47.2175,3.67988
36.0067,258.647,-16.3738,3.67966
-10.6089,385.859,-13.9801,3.67906
-44.3611,106.29,3.55603,3.67901
-29.4606,322.588,53.6199,3.67823
-21.3981,364.786,94.3486,3.67812
-43.4159,81.3583,85.2455,3.67763
23.8678,491.951,21.8943,3.67763
-43.6277,369.332,94.4272,3.67745
-1.64172,204.52,21.5085,3.67744
-17.3041,143.175,94.4049,3.67738
-44.3257,560.154,-85.6409,3.67715
-26.5538,432.843,78.7546,3.67702
-44.4968,20.9663,-30.9139,3.67697
6.52356,310.076,0.777954,3.67686
44.3519,497.327,-8.44214,3.67675
44.3308,488.657,-60.6123,3.67655
29.1174,441.555,-11.9922,3.67629
-2.98157,130.012,-30.6815,3.67623
-6.18835,118.902,-0.253174,3.67592
-6.53784,231.012,-34.1016,3.67574
-42.5347,133.229,-66.0278,3.67549
36.276,417.829,-24.939,3.67514
16.9539,505.921,-4.70886,3.6749
13.2502,525.568,-6.31604,3.67473
21.2428,142.625,77.3993,3.67391
36.4698,434.18,-16.4738,3.67373
-40.0653,395.254,47.049,3.67321
-6.72961,552.527,50.6173,3.67311
26.4154,457.193,-49.3982,3.67307
-44.5358,66.5165,-16.1157,3.67296
-44.3627,208.149,-50.4133,3.67282
22.2018,132.941,-2.32104,3.67266
20.535,273.786,3.52124,3.67231
5.23828,368.061,-86.5474,3.6717
8.03699,69.6974,6.23108,3.67121
36.4895,346.757,53.5874,3.67079
18.8978,501.441,-64.1329,3.67064
-22.5367,97.9056,25.772,3.67036
-7.69104,245.196,94.4611,3.6702
-36.7883,441.241,54.5165,3.66985
-20.2175,502.969,73.8027,3.66958
2.2666,38.2512,85.9828,3.66953
44.3545,410.871,15.9099,3.66945
35.0143,412.416,9.71558,3.66911
-28.5609,104.683,-2.86731,3.66881
1.62573,458.469,-44.595,3.66838
23.6886,189.803,-47.6619,3.66819
-34.5764,289.009,85.1136,3.66816
1.54822,334.707,56.9396,3.66805
16.7891,372.87,75.9606,3.66777
-2.34399,16.8247,-30.0894,3.66756
6.29175,487.837,32.0002,3.66704
-34.9191,269.634,-37.6324,3.66703
-8.26221,301.2,21.6929,3.66607
4.32959,72.4512,-4.0614,3.66592
11.5846,46.4015,1.55286,3.6657
41.0364,39.2988,-21.8907,3.66537
44.3259,550.471,9.59839,3.66534
41.1998,505.281,23.7959,3.66516
32.1986,64.7068,-72.7769,3.66445
-1.50012,31.1362,45.2439,3.66425
34.1313,411.278,-10.7637,3.6641
-2.96582,159.795,-44.287,3.66404
41.8501,202.957,-74.4226,3.66368
32.8036,187.133,-32.6415,3.66327
27.7229,557.796,-94.3368,3.66279
-19.4067,262.48,-94.5221,3.66278
-24.5503,205.725,-85.4032,3.66263
-28.6257,457.481,-35.7245,3.66207
16.3943,564.978,-48.9883,3.66205
-43.2938,152.04,-53.6136,3.66196
-27.2817,493.882,44.2578,3.6618
32.3726,24.0319,2.99902,3.6608
34.9967,369.183,66.5905,3.66061
39.2279,537.255,-59.024,3.66059
-15.8187,253.184,-68.1417,3.66034
-33.5175,506.474,4.61182,3.6603
44.3417,360.65,12.9969,3.66022
-44.345,562.784,44.722,3.65986
-18.1353,332.785,-42.9226,3.65981
29.4607,83.7567,8.60596,3.65903
32.6324,11.4834,-35.4553,3.6589
44.4692,280.604,-27.3827,3.65841
18.7861,149.027,-12.7228,3.65836
-8.83716,560.849,-63.3505,3.65802
8.74622,93.3577,-23.9784,3.65763
-28.2734,84.3326,88.4348,3.65741
-44.4227,42.4965,25.6429,3.65734
44.3506,528.236,-20.1333,3.65726
-44.4607,95.0057,4.37988,3.65721
-8.91931,96.1624,20.9186,3.65683
0.561768,151.263,84.4449,3.65655
-18.6632,474.185,-17.0226,3.6562
-10.4578,287.505,-10.0061,3.65606
-44.407,410.816,24.161,3.65589
-43.0613,202.866,76.7844,3.65564
14.9308,413.06,-85.9012,3.6552
-0.0247803,49.0237,45.1421,3.65477
13.3171,305.766,-20.4072,3.65442
9.12695,410.938,-14.6895,3.65425
18.5048,137.767,-12.0531,3.65405
-37.1827,530.683,16.7494,3.65391
44.3759,306.778,74.8284,3.6535
-36.5803,391.984,-43.496,3.6524
5.53394,280.874,-91.9606,3.65236
29.5934,355.481,51.7369,3.65215
14.8097,515.025,-11.0941,3.65212
-44.3566,565.113,-74.7603,3.65202
-3.54443,531.661,-50.817,3.65202
-44.4136,144.472,-83.9973,3.65179
21.0146,570.705,-90.6028,3.65175
2.08191,351.153,7.95959,3.65174
-8.07166,282.346,-19.7557,3.65159
11.6536,478.702,-2.10815,3.65148
44.35,566.972,81.0232,3.65106
-29.0555,282.422,-77.0039,3.65061
0.95105,246.635,44.3931,3.65041
-43.7822,328.962,2.95386,3.6504
33.8541,515.978,-25.4137,3.65023
-16.4329,200.07,-21.9491,3.64987
43.9795,493.433,85.4622,3.64986
-26.452,506.053,-38.0559,3.6498
-32.572,324.187,-84.2362,3.64971
13.5726,483.364,67.761,3.64966
50.3805,64.2189,5.65076,3.64945
-32.3833,389.383,7.49426,3.64936
22.9659,75.0487,-89.2666,3.64934
-38.3921,356.447,56.7546,3.64905
24.5183,241.308,64.5645,3.64873
3.37256,422.161,84.3181,3.64873
50.3844,69.4801,-75.1089,3.64849
26.825,418.978,45.882,3.64842
8.45203,322.393,3.53235,3.64829
-14.7152,296.981,87.7355,3.64809
44.3907,389.842,-51.7068,3.64805
-8.20227,12.7201,-85.5157,3.64789
7.45691,271.988,-58.0522,3.64758
-44.36,311.992,-7.72681,3.64663
-6.65247,319.814,-42.9431,3.64655
50.4275,67.9312,-4.93848,3.64644
50.4442,108.121,-56.4646,3.64602
-4.06042,46.2634,-6.22839,3.64564
17.9269,377.183,65.6198,3.64549
29.9001,114.404,17.8456,3.64545
29.6984,273.02,-3.03979,3.64541
-28.0293,119.949,17.2356,3.64533
-24.8425,448.21,68.4825,3.64526
-44.3735,538.393,4.79932,3.64466
18.082,564.936,54.2921,3.64428
-25.9856,566.053,34.5929,3.64391
37.9299,373.027,44.3629,3.64368
-2.43457,350.576,-12.094,3.64338
18.5781,514.498,-91.9349,3.64308
-33.7263,322.381,-57.9708,3.64305
50.4305,91.4393,24.2562,3.64279
16.7267,384.095,74.5862,3.6424
24.6271,507.449,-72.2354,3.64198
34.88,244.678,21.5603,3.64197
5.05322,491.732,94.3882,3.64166
-42.3054,75.0795,60.884,3.64159
-8.62463,252.292,46.3118,3.64071
-2.47974,483.558,14.059,3.64062
13.6632,215.781,-20.5112,3.6404
-27.4105,15.9543,3.61731,3.64025
-20.0798,264.231,-21.7063,3.64024
19.0066,42.2001,56.9512,3.63976
-15.9473,106.936,27.4543,3.63954
-9.82214,147.268,-62.4175,3.6392
-34.9969,446.855,-79.0468,3.63881
-12.7502,449.851,-86.8136,3.63699
22.8286,419.242,35.3688,3.63696
12.6414,339.622,-94.4211,3.63661
50.4081,118.193,74.1244,3.6366
27.3833,103.807,-35.3722,3.63632
-44.4054,203.871,94.4366,3.63631
11.4351,542.574,-22.7297,3.63617
-12.6758,287.968,-82.688,3.63616
-36.0168,17.6158,-7.31543,3.63602
-14.6625,421.669,49.384,3.63595
-24.1766,420.817,-22.6708,3.63591
5.46021,151.041,74.2009,3.6359
-44.5039,302.159,94.4181,3.63569
-35.6641,266.276,29.9458,3.63558
12.2937,26.0479,-47.2493,3.63556
24.5205,139.053,-21.4957,3.63517
-1.49121,444.151,-94.3695,3.63512
36.806,294.7,19.9238,3.63505
-27.8549,165.212,-84.0823,3.63468
34.9869,305.318,-19.1721,3.63455
-16.827,128.449,32.5249,3.63393
25.611,161.524,-85.2069,3.63337
11.4072,106.494,-94.3895,3.63309
-35.6132,283.78,75.1478,3.63292
29.1072,531.252,51.651,3.63265
35.8639,345.304,11.9196,3.63251
-44.3019,257.361,94.4541,3.63235
41.7812,53.7999,-14.2457,3.63159
4.90686,347.28,73.3639,3.63127
-17.6405,182.524,71.1547,3.63124
-44.5011,157.308,78.6968,3.63058
31.7786,452.62,-58.2314,3.63033
36.5573,363.837,-7.80334,3.63027
17.3019,118.851,46.5011,3.63016
6.41431,198.408,45.9713,3.6299
-23.8945,113.116,2.85303,3.62945
21.1624,350.983,13.0048,3.62891
-44.3998,203.197,-60.5623,3.62873
28.3263,363.08,59.8617,3.62847
18.1925,390.922,65.6183,3.62835
20.0687,70.9514,13.8794,3.62816
6.87524,331.533,9.94031,3.62775
-35.201,187.288,24.2777,3.6269
-36.5892,146.355,-26.599,3.62626
44.3945,388.026,-94.429,3.62623
44.4213,394.73,72.1671,3.62597
-38.2599,191.393,52.3969,3.6259
11.9139,130.903,31.4022,3.62584
-7.30249,316.893,85.606,3.62572
-27.3704,437.185,49.8918,3.62558
-25.4376,278.708,-46.1617,3.62538
20.5497,189.614,82.7775,3.62513
25.8955,206.189,-83.9506,3.6251
-44.5436,19.3811,-19.8389,3.62505
10.5568,210.918,-4.28394,3.62498
2.6123,273.798,37.4879,3.62465
-2.97302,21.7441,39.2275,3.62423
44.3914,476.682,-59.764,3.62369
44.4551,153.438,-16.6057,3.62344
-44.4337,162.806,-72.2532,3.62332
-17.9735,484.031,-11.5591,3.62317
36.4229,31.396,82.5233,3.62278
-27.4178,122.185,-72.8538,3.62258
44.3899,178.663,85.1407,3.62233
-44.4794,127.322,77.0752,3.6219
-4.40698,121.326,-72.5677,3.62094
-35.3573,295.434,-2.19153,3.62073
-43.1426,239.818,51.7573,3.62072
-3.33911,366.492,-2.35034,3.62041
44.4451,154.902,-27.7062,3.6203
-44.3823,455.058,-0.454102,3.62007
-34.9401,421.36,-35.6033,3.62001
44.399,518.357,-60.0737,3.61886
-20.7021,414.472,85.2076,3.61879
-15.5577,424.113,-0.781372,3.61878
6.57275,98.1997,-57.8572,3.61843
28.5284,181.63,60.8651,3.6181
35.5492,370.113,54.9355,3.61806
-23.0718,332.564,85.5099,3.61774
-36.4222,385.726,-30.9849,3.61726
12.3811,52.887,22.4348,3.61725
26.6439,317.081,-78.4054,3.61701
-2.95679,323.137,57.9745,3.61652
14.1422,487.547,85.3472,3.61638
12.2114,481.326,54.558,3.61605
-44.4131,492.757,-62.6807,3.61603
23.697,54.0071,-60.0526,3.61571
-9.39392,141.036,64.6661,3.61564
-4.07947,95.5778,-60.1279,3.61557
-12.1008,541.129,86.8298,3.61549
-29.2881,557.314,-72.9261,3.61523
14.9928,341.7,-55.1727,3.61504
3.13672,379.446,52.4725,3.61452
-26.4934,63.2839,30.5306,3.61423
-0.308228,261.256,11.9749,3.6139
44.4155,239.247,-85.2385,3.61371
44.3921,230.494,52.0343,3.61346
34.4347,281.791,-22.7026,3.61299
-27.1084,116.969,-62.9655,3.61266
12.024,570.312,62.1091,3.61184
0.426636,370.739,16.0798,3.61119
1.48059,90.3746,-4.85645,3.61093
3.22742,107.96,57.5873,3.6107
-27.3179,122.911,55.5219,3.61069
-27.0925,400.604,-79.3386,3.61053
44.4432,340.242,3.604,3.61018
-10.4412,26.799,13.4777,3.61013
12.0988,388.538,-24.7306,3.6094
-2.94238,167.704,-36.3296,3.60867
-44.4753,43.2809,94.491,3.60849
-36.4006,76.0662,-71.5681,3.60844
-12.6505,399.004,73.8408,3.60834
23.9685,94.9397,-58.8159,3.6083
-36.6571,414.066,71.3374,3.60817
-32.1108,368.326,94.4108,3.608
-37.25,124.861,13.104,3.60774
-36.6412,93.155,-18.522,3.6072
32.9396,318.915,-44.8877,3.60689
-20.4552,471.573,-67.8785,3.60684
-44.402,375.493,-16.9,3.60682
-20.2096,363.627,-94.4298,3.60639
-25.9546,163.785,50.9949,3.60616
-14.8524,392.848,35.0486,3.60495
28.02,45.9292,51.4669,3.60479
20.4468,532.512,-85.994,3.60461
-25.9767,80.066,14.4216,3.60438
-35.3292,151.042,37.7479,3.60381
15.5708,219.582,-94.4767,3.60359
4.93616,434.706,4.39307,3.60343
44.4531,215.87,67.6552,3.60309
0.130859,327.682,48.2518,3.60272
-16.0773,242.063,-7.59778,3.60252
-14.4517,71.5232,-84.298,3.60206
32.8615,29.348,28.1964,3.60195
-10.3605,362.526,94.4153,3.60188
13.6456,87.3632,69.0276,3.60165
-25.6411,30.265,68.2653,3.60138
-8.27319,195.053,-88.1763,3.60118
-1.77625,323.302,18.6506,3.60088
26.5377,447.882,-43.0442,3.60076
25.0715,392.378,-38.7229,3.60046
12.4229,250.365,16.8492,3.60025
-23.4115,42.2433,-6.64624,3.60009
21.614,14.0482,-14.1925,3.59997
11.8297,459.782,59.7207,3.59978
30.5317,304.27,55.2418,3.59955
44.4321,206.931,-94.496,3.59939
-36.2218,567.014,-89.4397,3.59919
-20.7799,420.181,-72.5398,3.59915
44.4017,412.048,51.1335,3.59912
24.6848,5.55359,35.2975,3.59909
27.7461,559.142,87.5078,3.59878
-44.476,401.572,-82.5404,3.59867
-35.6078,526.08,-32.4574,3.59816
-32.4019,541.279,66.5195,3.59812
-44.4109,284.351,26.0304,3.59752
14.8098,404.928,10.976,3.59712
-27.6843,556.885,40.8676,3.59656
44.5315,264.01,-33.944,3.59644
-37.0061,234.563,59.6343,3.59611
17.7434,451.142,85.2748,3.59572
-20.0417,449.932,-35.2705,3.59519
-5.79309,486.036,-80.1699,3.59515
-44.4191,434.496,-42.1154,3.59376
-11.8859,384.285,-57.8263,3.59372
6.23462,41.5082,-75.517,3.59364
2.17529,170.252,-26.4003,3.59356
24.121,219.643,-21.6741,3.59327
-44.4216,512.512,-10.2152,3.59306
27.7626,540.37,20.316,3.59305
-36.2802,404.704,51.8562,3.59228
44.3617,300.65,-64.6454,3.59203
35.5459,435.748,60.1661,3.59163
-5.20593,197.382,76.5146,3.59161
8.61353,441.406,-12.8381,3.59143
41.4545,37.2272,74.4685,3.59131
-36.1843,142.946,-15.5219,3.5911
-10.7455,559.415,-74.3539,3.59089
-44.4419,216.656,-40.8196,3.59065
9.7334,234.39,-64.3949,3.59059
-31.0342,286.258,19.0328,3.59051
30.1219,251.033,-94.4677,3.5904
-14.9548,537.23,-75.9868,3.59008
8.46509,268.539,29.614,3.58962
-8.99377,379.084,77.2933,3.58948
-26.8677,486.463,67.2864,3.58892
31.9647,524.279,73.7896,3.58879
27.6573,305.331,13.6112,3.58854
6.35168,443.005,55.5273,3.58825
25.7535,407.147,51.3292,3.58822
37.0504,267.067,-9.04407,3.58819
44.5442,165.854,-25.8611,3.58817
-9.50134,45.2615,3.47351,3.58811
-37.3503,91.3619,56.1311,3.58784
-36.6041,253.813,73.6294,3.58779
-33.8176,565.855,-78.5785,3.58756
24.1089,165.948,40.2286,3.58755
-12.3541,374.52,-81.318,3.58748
-3.59192,529.614,77.5095,3.58745
-5.54065,324.532,94.5367,3.58733
-18.0266,63.1097,-36.5063,3.58714
29.7854,131.093,21.9703,3.58656
-4.46252,399.739,-36.2946,3.58648
14.5454,360.352,-36.2838,3.58638
